timestamp,frame,chat_text
151.0,9060,__ Do __는 ____ 10 나다눌러야되는거 0김의영Hy 해늘를 으F 이상호날두33 커튼방금상호작용된거아님? 커튼치는거아님? _Ocatwithguitar 커튼클리기기기 ok 아님아까처럼문계속달그닥거려야하나 -eSMql2yg 가까이가보셈
152.0,9120,+++$+++++ Oa- 그 00 나다둘러야되는거 I dt+w 해늘를 스티이상호날두33 커튼방금상호작용된거아님? 이化금붕에 커튼치는거아님? Kocatwithguitar 커튼클리긋기기 k 아님아까처럼문계속달그닥거려야하나 _ ea SMql2yq 가까이가보셈
153.0,9180,iDo ____는 극머하록버고 해늘를 &8골류후워이 커튼방금상호작용된거아님? 커튼치는거아님? Ocatwithguitar 커튼클리지기 K 아님아까처럼문계속달그닥거려야하나 _ESMql2yq 가까이가보셈
154.0,9240,으고 이상호날두33 커튼방금상호작용된거아님? 커튼치는거아님? [Ygcatwithguitar 커튼클리커기에 커워야라늘트르는곱라떠이무 _SM-rl2yq 가까이가보셈 a 0XEB8888 긍리리루해위금굴르공노구 수이 커튼여릭
155.0,9300,요0금붕에 커튼치는거아님? [_igicatwithguitair 커튼클릭그기기 아님아까처럼문계속달그닥거려야하나 _s+SMql2yq 가까이가보겐 _Y a OxEB8888 긍리르애위금몰로공군 커튼여릭 으야
156.0,9360,이미금붕에 커튼치는거아님? gcatwithguitar 커튼클릭기기게 아님아까처럼문계속달그닥거려야하나 ESMr!2yq 물러스어떠2 O a OxEB8888 |긍리르해위금르공구 하상의 커튼여릭 으아
157.0,9420,0미금붕에| 커튼치는거아님? Tttit ocatwithguitar'커튼클릭국기기 KL에아님아까처럼문계속달크닥거려야하나 C SMrzyg 가까이가보겐 200XeB8888 손주운걸로뭐해야할거같은데 하 커튼여릭 OKL
158.0,9480,이化금붕에 커튼치는거아님? 19catwithguitar커튼클릭기고 이K이아님아까처럼문계속달크닥거려야하나 이SM지2y서 가까이가보셈 a 0XEB8888 |긍리스르해위바롤르공노로 커튼여릭 으아
159.0,9540,[Cagcatwithguitar 커틀클릭지기기 아님아까처럼문계속달그닥거려야하나 cakE SM-ql2yq 가까이가보셈 [1]00XEB8888 손주운걸로뭐해야할거같은데 해+의 커튼여릭 의주 S59%공들다 퍼애
160.0,9600,[o catwithguitar 커튼클리고기기 1적SMq2y지 가까이가보셈 0a 0xEB8888 손주운걸로뭐해야할거같은데 우수택이 커튼여릭 공하 Sss9%[공이히 러해
161.0,9660,1_킨치el 19건방-299-01g가 문열렸네 日김현정p4j8e 할만하다 Iz롬머266 저거웬즈데아손아니냐크크 hahohahai23 로눈뉴몬공神0 - 크크
162.0,9720,_아킨치el 1건방-29자01g가 문열렸데 그리크그 石김현정p4j8e 금음데0이 할만하다 中개99강화비둘기 저거웬즈데이손아니냐크 w hahohahal23 느드르는목공0
163.0,9780,_이킨치ex D건방-29p이19가 피림 문열렸네 薺델김현정p4j8e 드러더드 할만하다 99강화비둘기 저거웬즈데이손아니냐크티터 Do ra hahohahan2?
164.0,9840,[19건방-29g019가 머레림 문열렸네 日化김현정p4j8e 드러더드 금음터o 록머266 저거웬즈데이손아니냐크크 o hahohahai2? 느느비하르눈는목공려6
165.0,9900,[킨치el} [_건방29아01g가 石김현정p4j8e 금음테0 99강화비둘기 저거웬즈데이손아니냐크크 Owhahohaha123
166.0,9960,캔치e帝 |1 건방29q-o1q가 멜D帝 문열렸네 [김현정p4j8e 3기99강화비둘기 저거웬즈데이손아니냐크 hahohahan23 [Mo로눈뉴몰공N0 크트
167.0,10020,문열렸네 2김현정p4j83 금음noc I톨H휘2662 저거웬즈데이손아니냐크크 hahohaha123 N로는몬공레6 oiseungjae082 그냥끝까지잠겨있길바란핑필 개춘 하도
168.0,10080,_ ? 할만하다 199강화비둘기 저거웬즈데이손아니냐카티트 hahohaha123 Co iseungjae082 그냥끝까지잠겨있길바란핑핑 개춘 LoDulgida 반왔다 의주 일어휘고요 등하듭
169.0,10140,'+ __ __ : 톨머휘266 저거웬즈데이손아니냐크크 d hahohahaii23 Oiseungjae082 고냥끝까지잠겨있길바란핑핑 개춘 Lo Dulgida 반왔다 의주 위어휘컴요 해버고 쳐느시원시원하네ㅋ
170.0,10200,S jamidhdh 아까거디귀신은귀신도아니였네 이거지 킨치elx 핑핑쌍남자답다 _oDuilgida COK 이야문워크까지 웅림부로굴크o 문워크시전
171.0,10260,D음림 아까거미귀신은귀신도아니였네 말왕남편 이거지 _킨치elx _Obulgida OK 이야문워크까지 0白여론조작말왕 문워크시전 수플레스 문워크타크
172.0,10320,아까거미귀신은귀신도아니였네 이어지 치_킨치elx Epjnoc 이 KO 이야문크까지 웅려r굴b크Oc 문우크시전 수플렉스 문원크크
173.0,10380,금디음림요 아까거미귀신은귀신도아니였네 이거지 [_o킨치elx -ODulgida 입어휘유요 K 이야문워크까지 웅림포굴bno 문워크시전 우수플렉스 문원크크
174.0,10440,금피릿 말왕남편 이거지 개_용킨치e 핑핑쌍남자답다 ODulgida 잉어휘긋읊요 주 이야문워크까지 요白여론조작말왕 문워크시전 수플렉스 문원크티다
175.0,10500,[9킨치e1x Epbjnao 이야문원크까지 0o一여론조작말왕 문우크시전 수플레스 느타곰 해 핑핑맨공포영화주인공같음크크 [中건방-29q-01q 컨트롤보여줘
176.0,10560,1용킨치e1} Epbjnao 이야문원크까지 깃티여론조작말왕 문우크시전 수플렉스 수댄이 핑핑맨공포영화주인공같음크터 [D건방z9q-o1q 컨트롤보여줘
177.0,10620,10킨치e Dodulgida 입어휘긋p요요 거 이야문원크까지 웅려도굴no 문워크시전 수플렉스 핑핑맨공포영화주인공같음티크크 [_건방29qo1q 컨트롤보여줘
178.0,10680,Eppinac 이야문원크까지 [一되여론조작말왕 문워크시전 수플렉스 문원크타크 수댄이 핑핑맨공포영화주인공같음터크크 _an건방z9polq 런트롬보여줘 문안닫아도처절로닫힐듯
179.0,10740,Do Dulgida 이야문위크까지 一되여론조작말왕 수플렉스 문원크타크 Ih를a 핑핑맨공포영화주인공같음크크 [ a건방z9go1lq 턴트롤보여줘 이주 문안닫아도저절로닫힐듯
