timestamp,chat_text,top_emotion,joy_pct,embarrass_pct,anger_pct,anxiety_pct,hurt_pct,sadness_pct,neutral_pct
122.0,Beeeeeeeers 시경 스비서 Hanserif307 싱싱맨 Lio k hahahohojjang 손인데요르 O esj02873 너ㄴ 한시간 99강화비둘기 손 -묵묵k9h 나오는게개사악하네마치월드컵먹히면안될골먹히 물환극가를공룬려어나,중립,1.31,2.87,7.71,3.35,6.34,4.27,74.15
123.0,[__ Lranseusu! '__ hahahohojjang 손인데요르드 csjo2873 나ㄴ 한시간 1개99강화비물기 손 미묵묵k9h 게임이진짜나 나오는게개사악하네마치월드컵먹히던안될골먹히 라극나를공룬뤄어,중립,1.41,32.79,7.96,3.03,6.46,4.09,44.26
124.0,~sjuzons 냐느 교교 I롤머휘266? 손 禮몰묵묵k9h 피하미 나오는게개사악하네마치월드컵먹히면안될골먹히 라퓨리나하를공룬려어나0 주 [_ SMq2yq 손깍지 느느 hahohaha123,중립,1.14,33.09,9.31,4.33,9.95,4.82,37.35
125.0,Oouwsp물 Nz퍼룸_ 뒤에서더호들갑이네크크크크크 eeeeeeeeeis 터틴크크크크크크트 크크크크 _ eeeeeeeeei-s 민원크크크크크크코크트 Rsp-ueul서 시끄럽다고올라왔다크크크 스源맛도리용 나온다,기쁨,52.11,3.02,7.79,2.3,5.52,3.39,25.87
126.0,피크고 Kreeeeeeeeeis 크크크크크크크크크크카는 코코크크 eeeeeeeees민원크크크크크_크_드 크크크 Yihanedisg 시끄럽다고올라왔다크크크 이리맛도리용나온다 아뜨기r2h 프르뭉린피 ' 가작,기쁨,51.99,3.24,8.72,2.43,7.03,3.48,23.1
127.0,_르 Eeeeeeeeeis 크크크크타크크크크크 타타크터 eeeeeeeee-s민원크크크크크___E 크크크 oWihandeg 시끄럽다고올라왔다크크크 神下앗뜨커c2,기쁨,53.11,3.5,7.28,2.26,4.35,3.68,25.83
128.0,_르_ eeeeeeeeeiS 크큰크크브크크크크크크는 타타크터 eeeeeeeeei-s 민원크크크크크크크크카 쿠크크 oMhan d3g 시끄럽다고올라왔다크크크 오티맛도리용 나온다 핫뜨거c26 터쿄느뭉린숴피고 :_,기쁨,52.04,3.13,6.25,2.78,4.04,3.9,27.85
129.0,lo르__lIh!! eeeeeeeeei-s 카크크크카카크크크크크 eeeeeeeeei-s Yhan-dsg 사회 아티맛토리용 앗뜨커26 진짜누구옴?크크크,기쁨,46.17,37.97,5.67,2.34,3.6,3.36,0.88
130.0,드__는 eeeeeeeeeiEs 크크크크_크크크크크크 코즈티트 I ls e eeeeeeeeei-s 민원크크크크크크크크크드 __Yihan-d3g 니맛토리용 나온다 앗뜨커c2b 진짜누구옴?크크크,기쁨,51.38,3.18,7.51,3.56,6.23,4.22,23.91
131.0,EeeeeeeerF> 1 크크크크 _ eeeeeeeeei-s 민원크터크크티터 아Mihand3g 시끄럽다고올라왔다타크크 F 맛도리용 앗뜨커26 eeeeeeeeeis 캄카크카크,기쁨,51.46,2.79,7.21,2.97,5.43,4.0,26.13
132.0,eeeeeeeeeis 민원크크크크크터 Yihan-d3g CF 맛도리용 나온다 핫뜨거c2b 느느뭉스피고 eeeeeeeeei-s 칼라크 [0 건방29q-019,기쁨,51.1,4.51,8.0,8.11,8.33,7.38,12.57
133.0,eeeeeeeeeis 민원回크크크크크터는 _ Yihan-d3g 시끄럽다고올라왔다티크ㅋ 오티맛도리용 나온다 앗뜨거c2b 느느는용뭉는고 eeeeeeeeei-s 칼크크 _건방z9다01] 나와,기쁨,44.09,7.95,4.39,23.32,5.17,14.24,0.84
134.0,eeeeeeeees민원크크크크크크_드 조기 Mhan;dsg 시끄럽다고올라왔다크티터 오니맛도리용 러가 앗뜨거026 Geeeeeeeeis! 칼크크크 [건방z9qo1q] 천장?,기쁨,44.69,37.06,6.58,2.39,5.04,3.38,0.87
135.0,- _-+-- eeeeeeeeeis 민원크크크크크크크크크드 -- -- Yihand3g 시끄럽다고올라왔다티크터 오니맛도리용 나온다 앗뜨커C26 드느느뭉린복피고 eeeeeeeeei-S 칼三트 _건방z9q o1g E와,기쁨,51.61,2.7,6.53,2.64,4.61,3.66,28.25
136.0,Yihan-d3g 트맛도리용 앗뜨거c2h 바느느뭉피고 [_ eeeeeeeeei-s 칼크크 一건방 299-01q user-gq8ih6kf5g “너장 더,중립,31.55,2.62,7.52,2.6,5.67,3.61,46.42
137.0,그 & YihandBg _化맛도리용 나온다 [게용앗뜨커C26 느르一뭉뉘피고 eeeeeeeeeis 칼티터 건방-29901q [D user-gq8ih6kf5g 너장 '' [e user-ceghj9gn8p,중립,1.46,2.71,8.17,2.81,6.83,3.78,74.25
138.0,Yihand3g 시끄럽다고올라왔다크크크 터요十앗뜨커26 바느느뭉는피고 eeeeeeeeei-s 칼크터 29q01q [Cin user-gq8ih6kf5g 너장 _user-ceghjggn8p E,기쁨,51.61,2.65,7.02,2.54,5.02,3.54,27.62
139.0,_ ++ x- 부_ eeeeeeeeeis 칼카카터 Blo-b6z-REz er 이 [10user-gq8ih6kf5g 너장 user-cehj9gn8p 설마또위에? 거울 C0dsd2205447거1 크크카크크크크크크크크크크트,기쁨,52.27,5.35,5.41,7.37,3.36,6.95,19.27
140.0,- [03건방-299019 와 Juser-gg8ih6kf5g 너장 0 user-ceShj9gn8p 거움 C0ds122054471 크크크크크크크크크크크크크트 크크크크 몰락한비에고 이분은기가좀약하신거같은데,기쁨,52.27,2.73,6.52,2.27,3.99,3.38,28.84
141.0,t_- Di user-ce9hj9gn8p 거울 COdsd22054471 크크크크터크크크크터크카크트 크크크터 이몰락한비에고 이분은기가좀약하신거같은데 웅림노포굴bnoc 0user gg8ih6k5g 천장,기쁨,54.17,3.49,7.16,2.18,3.71,3.73,25.55
142.0,Godsd2205447 크트크크크크크크크크크 타크크 페이미는룸e 이분은기가좀약하신거같은데 웅림노_굴baoco 크크카크크크크 0o user-gq8ih6kf5g 천장 199강화비둘기 어타크크트,기쁨,52.01,2.71,8.02,2.19,5.88,3.25,25.94
143.0,로 모을 OugXn11111 서람장? 말씩맨 융노후유금 - 어졸리다아흐 G0csj02873 2여력공 티밥촘먹자: 나다눌러야되는거,중립,1.58,2.8,7.32,2.89,5.46,4.11,75.84
144.0,__ +++ _ -T- 0졸리다아흐 C0 csj02873 여린공 나다눌러야되는거 __ 김의영-Hly 해위늘를 이상호날두33 커튼방금상호작용된거아님? 커튼치는거아님?,중립,1.56,32.92,6.97,3.24,5.06,4.41,45.84
145.0,_- 유즐리다아흐 '기르 Co csj02873 오化밥촘먹자 나다눌러야되는거 8 김의영ly 클리해요 태이상호날두33 커튼방금상호작용된거아님? |o옴t대 커튼치는거아님?,당황,1.98,42.72,6.97,2.48,4.61,3.62,37.63
146.0,_o__f- 아즐리다아흐 rcsjo2873 2여린공 O미밥촘먹자: 나다눌러야되는거 김의영-1ly 클릭해요 - 프티이상호날두33 커튼방금상호작용된거아님? 이금붕에 커튼치는거아님?,중립,1.7,32.8,7.19,2.8,5.1,4.04,46.37
147.0,르즐리다아흐기르유투브보고옴 Ocsj02873 혀리공 O中밥촘먹자 약간김원식게임같은느낌하님 극쿄하록버 클릭해요 으F이상호날두33 커튼방금상호작용된거아님? 스化금붕어 커튼치는거아님?,중립,1.66,32.71,7.6,2.7,5.65,3.87,45.82
148.0,뭉니레메몰크드휘헤비크르스 Jesj02873안열랴요? 어化밥좀먹자약간김원식게임같은느낌아님?하 나다둘러야되는게 이상호날두33커튼방금상호작용된거아님? 프디금붕에커튼치는거아님?,당황,31.72,42.77,7.38,2.75,5.25,4.02,6.1
149.0,_O +:+- Ocsj0287z3 으티밥좀먹자: 나다눌러야되는거 해늘를 源이상호날두33 커튼방금상호작용된거아님? 1[6옴t대 커튼치는거아님? acatwithguitar 커트클리크기가,중립,1.67,32.77,7.29,2.71,5.23,3.92,46.42
150.0,- 0 Ocsj02873 혀리공 司밥촘먹자: 약간김원식게임같은느낌아님?하 나다눌러야되는거 + 김의영Hy 해하늘를 오타이상호날두33 급웅노후유몬음글 념 아미금붕에 커튼치는거아님? Io catwithguitar 커튼클릭긋기기,당황,1.7,42.72,7.34,2.68,5.29,3.86,36.41
151.0,__ Do __는 ____ 10 나다눌러야되는거 0김의영Hy 해늘를 으F 이상호날두33 커튼방금상호작용된거아님? 커튼치는거아님? _Ocatwithguitar 커튼클리기기기 ok 아님아까처럼문계속달그닥거려야하나 -eSMql2yg 가까이가보셈,중립,1.35,32.9,7.7,3.38,6.42,4.32,43.93
152.0,+++$+++++ Oa- 그 00 나다둘러야되는거 I dt+w 해늘를 스티이상호날두33 커튼방금상호작용된거아님? 이化금붕에 커튼치는거아님? Kocatwithguitar 커튼클리긋기기 k 아님아까처럼문계속달그닥거려야하나 _ ea SMql2yq 가까이가보셈,중립,1.67,32.69,7.66,2.59,5.77,3.71,45.91
153.0,iDo ____는 극머하록버고 해늘를 &8골류후워이 커튼방금상호작용된거아님? 커튼치는거아님? Ocatwithguitar 커튼클리지기 K 아님아까처럼문계속달그닥거려야하나 _ESMql2yq 가까이가보셈,중립,1.38,32.73,8.44,2.85,7.37,3.8,43.42
154.0,으고 이상호날두33 커튼방금상호작용된거아님? 커튼치는거아님? [Ygcatwithguitar 커튼클리커기에 커워야라늘트르는곱라떠이무 _SM-rl2yq 가까이가보셈 a 0XEB8888 긍리리루해위금굴르공노구 수이 커튼여릭,중립,1.62,32.68,7.91,2.56,6.22,3.61,45.4
155.0,요0금붕에 커튼치는거아님? [_igicatwithguitair 커튼클릭그기기 아님아까처럼문계속달그닥거려야하나 _s+SMql2yq 가까이가보겐 _Y a OxEB8888 긍리르애위금몰로공군 커튼여릭 으야,중립,1.71,2.69,7.65,2.57,5.63,3.7,76.05
156.0,이미금붕에 커튼치는거아님? gcatwithguitar 커튼클릭기기게 아님아까처럼문계속달그닥거려야하나 ESMr!2yq 물러스어떠2 O a OxEB8888 |긍리르해위금르공구 하상의 커튼여릭 으아,중립,1.5,32.68,8.27,2.71,6.84,3.73,44.27
157.0,0미금붕에| 커튼치는거아님? Tttit ocatwithguitar'커튼클릭국기기 KL에아님아까처럼문계속달크닥거려야하나 C SMrzyg 가까이가보겐 200XeB8888 손주운걸로뭐해야할거같은데 하 커튼여릭 OKL,중립,1.65,2.69,7.67,2.57,5.8,3.66,75.97
158.0,이化금붕에 커튼치는거아님? 19catwithguitar커튼클릭기고 이K이아님아까처럼문계속달크닥거려야하나 이SM지2y서 가까이가보셈 a 0XEB8888 |긍리스르해위바롤르공노로 커튼여릭 으아,중립,1.7,2.7,7.57,2.57,5.54,3.73,76.18
159.0,[Cagcatwithguitar 커틀클릭지기기 아님아까처럼문계속달그닥거려야하나 cakE SM-ql2yq 가까이가보셈 [1]00XEB8888 손주운걸로뭐해야할거같은데 해+의 커튼여릭 의주 S59%공들다 퍼애,중립,1.89,2.7,7.0,2.44,4.71,3.58,77.69
160.0,[o catwithguitar 커튼클리고기기 1적SMq2y지 가까이가보셈 0a 0xEB8888 손주운걸로뭐해야할거같은데 우수택이 커튼여릭 공하 Sss9%[공이히 러해,중립,1.85,2.67,7.44,2.39,5.25,3.53,76.87
161.0,1_킨치el 19건방-299-01g가 문열렸네 日김현정p4j8e 할만하다 Iz롬머266 저거웬즈데아손아니냐크크 hahohahai23 로눈뉴몬공神0 - 크크,중립,1.0,13.24,32.7,2.68,6.82,3.58,39.98
162.0,_아킨치el 1건방-29자01g가 문열렸데 그리크그 石김현정p4j8e 금음데0이 할만하다 中개99강화비둘기 저거웬즈데이손아니냐크 w hahohahal23 느드르는목공0,중립,1.0,13.25,33.09,2.72,7.3,3.7,38.94
163.0,_이킨치ex D건방-29p이19가 피림 문열렸네 薺델김현정p4j8e 드러더드 할만하다 99강화비둘기 저거웬즈데이손아니냐크티터 Do ra hahohahan2?,분노,1.0,16.42,32.02,13.51,8.03,10.56,18.46
164.0,[19건방-29g019가 머레림 문열렸네 日化김현정p4j8e 드러더드 금음터o 록머266 저거웬즈데이손아니냐크크 o hahohahai2? 느느비하르눈는목공려6,중립,1.0,13.54,33.27,3.78,8.8,4.4,35.21
165.0,[킨치el} [_건방29아01g가 石김현정p4j8e 금음테0 99강화비둘기 저거웬즈데이손아니냐크크 Owhahohaha123,중립,1.01,13.25,32.41,2.56,5.94,3.66,41.17
166.0,캔치e帝 |1 건방29q-o1q가 멜D帝 문열렸네 [김현정p4j8e 3기99강화비둘기 저거웬즈데이손아니냐크 hahohahan23 [Mo로눈뉴몰공N0 크트,중립,1.01,13.31,32.52,2.74,6.15,3.84,40.44
167.0,문열렸네 2김현정p4j83 금음noc I톨H휘2662 저거웬즈데이손아니냐크크 hahohaha123 N로는몬공레6 oiseungjae082 그냥끝까지잠겨있길바란핑필 개춘 하도,중립,1.01,13.21,32.02,2.53,5.37,3.62,42.24
168.0,_ ? 할만하다 199강화비둘기 저거웬즈데이손아니냐카티트 hahohaha123 Co iseungjae082 그냥끝까지잠겨있길바란핑핑 개춘 LoDulgida 반왔다 의주 일어휘고요 등하듭,분노,1.46,2.74,48.23,2.9,6.85,3.96,33.85
169.0,'+ __ __ : 톨머휘266 저거웬즈데이손아니냐크크 d hahohahaii23 Oiseungjae082 고냥끝까지잠겨있길바란핑핑 개춘 Lo Dulgida 반왔다 의주 위어휘컴요 해버고 쳐느시원시원하네ㅋ,중립,1.01,13.35,31.96,2.98,5.55,4.07,41.07
170.0,S jamidhdh 아까거디귀신은귀신도아니였네 이거지 킨치elx 핑핑쌍남자답다 _oDuilgida COK 이야문워크까지 웅림부로굴크o 문워크시전,중립,1.01,13.39,31.91,2.61,4.91,3.84,42.32
171.0,D음림 아까거미귀신은귀신도아니였네 말왕남편 이거지 _킨치elx _Obulgida OK 이야문워크까지 0白여론조작말왕 문워크시전 수플레스 문워크타크,중립,1.01,13.43,31.89,2.57,4.73,3.84,42.53
172.0,아까거미귀신은귀신도아니였네 이어지 치_킨치elx Epjnoc 이 KO 이야문크까지 웅려r굴b크Oc 문우크시전 수플렉스 문원크크,중립,1.01,13.4,31.91,2.53,4.72,3.81,42.62
173.0,금디음림요 아까거미귀신은귀신도아니였네 이거지 [_o킨치elx -ODulgida 입어휘유요 K 이야문워크까지 웅림포굴bno 문워크시전 우수플렉스 문원크크,중립,1.01,13.44,31.89,2.61,4.73,3.91,42.41
174.0,금피릿 말왕남편 이거지 개_용킨치e 핑핑쌍남자답다 ODulgida 잉어휘긋읊요 주 이야문워크까지 요白여론조작말왕 문워크시전 수플렉스 문원크티다,기쁨,46.78,2.78,7.33,2.68,5.17,3.94,31.33
175.0,[9킨치e1x Epbjnao 이야문원크까지 0o一여론조작말왕 문우크시전 수플레스 느타곰 해 핑핑맨공포영화주인공같음크크 [中건방-29q-01q 컨트롤보여줘,중립,1.0,13.32,32.9,2.94,7.09,3.95,38.81
176.0,1용킨치e1} Epbjnao 이야문원크까지 깃티여론조작말왕 문우크시전 수플렉스 수댄이 핑핑맨공포영화주인공같음크터 [D건방z9q-o1q 컨트롤보여줘,중립,1.01,13.38,32.15,2.82,5.52,4.02,41.1
177.0,10킨치e Dodulgida 입어휘긋p요요 거 이야문원크까지 웅려도굴no 문워크시전 수플렉스 핑핑맨공포영화주인공같음티크크 [_건방29qo1q 컨트롤보여줘,중립,1.0,13.3,32.74,2.85,6.78,3.88,39.45
178.0,Eppinac 이야문원크까지 [一되여론조작말왕 문워크시전 수플렉스 문원크타크 수댄이 핑핑맨공포영화주인공같음터크크 _an건방z9polq 런트롬보여줘 문안닫아도처절로닫힐듯,기쁨,51.67,2.72,7.38,2.66,5.41,3.81,26.34
179.0,Do Dulgida 이야문위크까지 一되여론조작말왕 수플렉스 문원크타크 Ih를a 핑핑맨공포영화주인공같음크크 [ a건방z9go1lq 턴트롤보여줘 이주 문안닫아도저절로닫힐듯,중립,1.01,13.27,32.5,2.57,6.17,3.62,40.86
